# Timestamp, Fx, Fy, Fz, Tx, Ty, Tz, FemurPosX, FemurPosY, FemurPosZ, FemurQuatW, FemurQuatX, FemurQuatY, FemurQuatZ, TibiaPosX, TibiaPosY, TibiaPosZ, TibiaQuatW, TibiaQuatX, TibiaQuatY, TibiaQuatZ
0.018375396728515625,-3.383621784173405,-5.350154520951777,-6.827885842925706,2.1363587406620947,-1.2115018426359598,-1.408785122401816,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-439.9937988262722,70.0,50.00000019227278,0.9999999995193181,0.0,3.100586865380887e-05,0.0
0.050154924392700195,-3.9158010271428054,-5.159286963470456,-6.441538736949077,2.0763449697310667,-1.0116386240651822,-1.580937973287193,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-439.9441953145855,70.0,50.000015570815776,0.9999999610729597,0.0,0.0002790234379341156,0.0
0.08344554901123047,-3.683333665268602,-4.649747127300238,-6.675472648649991,2.2578002867916642,-0.8884433407269665,-1.5932828684639035,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-439.84501967521163,70.0,50.00012009457747,0.9999996997635112,0.0,0.000774901856595728,0.0
0.1168520450592041,-3.318205813172159,-4.762707069335405,-6.5707055657629745,2.280694862504235,-1.0374318841588164,-1.7584624272647145,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-439.69633483890823,70.0,50.0004610637132,0.9999988473400527,0.0,0.0015183275555742644,0.0
0.13361549377441406,-2.791355640363368,-4.0186673780349835,-5.866316659413627,2.1797860182310758,-0.894941888701593,-1.6274090614480017,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-439.4982356070845,70.0,50.00125884545345,0.9999968528814142,0.0,0.00250882986016254,0.0
0.16697120666503906,-3.563109366123165,-4.101444793144821,-6.354044362231882,2.070671310738803,-1.0660106366138424,-1.6184037955274113,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-438.954335560031,70.0,50.005467220057554,0.999986331856447,0.0,0.005228393662280111,0.0
0.2003319263458252,-3.5467557052426266,-3.4820568201675925,-6.380309962063039,2.2475390982599572,-1.1296041381800164,-1.7994054950268727,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-438.60888879702503,70.0,50.00967642006073,0.9999758086572377,0.0,0.006955724283185185,0.0
0.23361444473266602,-3.2682087997610365,-4.039639748225632,-5.965005284976864,2.2185079908031065,-1.0720122516482782,-1.9403543919512152,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-438.2147374456284,70.0,50.0159370818931,0.999960156501515,0.0,0.008926668441558679,0.0
0.2533259391784668,-3.0771152434723956,-4.31004692471422,-6.558425361394714,2.311276128784563,-1.1129563740234167,-2.104515571800266,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-437.7721458475012,70.0,50.02481975072416,0.9999379486980076,0.0,0.011139962011641009,0.0
0.2834765911102295,-3.5240142864389434,-3.794700264175643,-6.6167997270154935,2.287852349411878,-1.2014433875629682,-2.2956998954334895,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-437.281415254289,70.0,50.03696034543374,0.9999075948670614,0.0,0.01359417990055594,0.0
0.3172638416290283,-3.794038091228314,-3.818220697384303,-7.355545063397404,2.1789051897443965,-1.181909276386251,-2.396796083157783,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-436.1569343884891,70.0,50.07387305261139,0.999815300311484,0.0,0.019218877778293855,0.0
0.35033679008483887,-4.374321001845691,-3.1571787309360078,-7.556379311983609,2.2112979642894666,-1.0706047012215658,-2.5,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-435.5239831047877,70.0,50.10022386034204,0.999749408951208,0.0,0.022385694130631534,0.0
0.3835756778717041,-3.9834193393401343,-2.6588221150656115,-7.744952707065509,2.3952463822914067,-1.2461994063844066,-2.5,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-434.84449376200763,70.0,50.13298464743215,0.9996674830976745,0.0,0.025786105505887717,0.0
0.41686177253723145,-3.7306426715723524,-1.9406316207049332,-7.8543085700767525,2.2500072705678047,-1.4267870494238593,-2.5,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-434.11897293930383,70.0,50.1730821836547,0.9995672008833255,0.0,0.029417867330475942,0.0
0.4501626491546631,-4.081302847499041,-1.840814250510583,-7.718657681752187,2.2328589030275694,-1.433392601629421,-2.5,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-432.5320930325723,70.0,50.27923804179069,0.9993016610568836,0.0,0.03736562871080147,0.0
0.46741724014282227,-4.418749072630183,-2.4412533465913553,-7.131012525113382,2.1090832994713984,-1.4675646508841962,-2.469530309151413,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-431.67198173780224,70.0,50.347382814978204,0.9991311655258828,0.0,0.04167630111815389,0.0
0.500291109085083,-5.084145749325645,-3.189866331422261,-7.735552137180196,2.0872579314369704,-1.334288735848542,-2.4773308713132978,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-430.7683376767885,70.0,50.427029718149925,0.9989318552380089,0.0,0.04620766809469646,0.0
0.5336060523986816,-5.848586616203156,-3.8751437734800303,-7.18094263456335,1.8951519897554305,-1.33952874627645,-2.5,0.0,50.0,20.0,1.0,0.0,0.0,0.0,-429.8219114244961,70.0,50.51931588017101,0.9987008664255503,0.0,0.05095664236245383,0.0
