# Timestamp, Fx, Fy, Fz, Tx, Ty, Tz, FemurPosX, FemurPosY, FemurPosZ, FemurQuatW, FemurQuatX, FemurQuatY, FemurQuatZ, TibiaPosX, TibiaPosY, TibiaPosZ, TibiaQuatW, TibiaQuatX, TibiaQuatY, TibiaQuatZ
0.014862775802612305,-0.115343,-0.077048,0.0526979,-0.0603234,-0.0493366,0.0200006,-0.10606,-0.0600342,0.450381,-0.14277,0.937471,-0.196292,-0.249469,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.01636505126953125,-0.115343,-0.077048,0.0526979,-0.0603234,-0.0493366,0.0200006,-0.10606,-0.0600342,0.450381,-0.14277,0.937471,-0.196292,-0.249469,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.03262782096862793,-0.127082,-0.0891725,0.0629145,-0.0662888,-0.0527329,0.0250715,-0.105794,-0.0601873,0.450501,-0.142329,0.937486,-0.196156,-0.249772,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.03383016586303711,-0.127082,-0.0891725,0.0629145,-0.0662888,-0.0527329,0.0250715,-0.105794,-0.0601873,0.450501,-0.142329,0.937486,-0.196156,-0.249772,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.052851200103759766,-0.104502,-0.0530308,0.0723498,-0.053496,-0.0455315,0.014409,-0.105429,-0.0592184,0.450809,-0.141969,0.937135,-0.196318,-0.251161,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.053819894790649414,-0.104502,-0.0530308,0.0723498,-0.053496,-0.0455315,0.014409,-0.105429,-0.0592184,0.450809,-0.141969,0.937135,-0.196318,-0.251161,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.07194900512695312,-0.0738415,-0.0791838,0.0433208,-0.0546446,-0.031777,0.0165414,-0.105831,-0.0598013,0.450532,-0.142242,0.937588,-0.196379,-0.249263,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.07286834716796875,-0.0738415,-0.0791838,0.0433208,-0.0546446,-0.031777,0.0165414,-0.105831,-0.0598013,0.450532,-0.142242,0.937588,-0.196379,-0.249263,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.09198737144470215,-0.106195,-0.0718485,0.0457259,-0.0566539,-0.0465786,0.0170963,-0.106094,-0.0598223,0.450401,-0.140662,0.937951,-0.195501,-0.249482,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.09306168556213379,-0.106195,-0.0718485,0.0457259,-0.0566539,-0.0465786,0.0170963,-0.106094,-0.0598223,0.450401,-0.140662,0.937951,-0.195501,-0.249482,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.11186337471008301,-0.152298,-0.116222,0.0991447,-0.0813644,-0.0575975,0.0375802,-0.106088,-0.0598603,0.450408,-0.141017,0.938002,-0.195576,-0.24903,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.11281156539916992,-0.152298,-0.116222,0.0991447,-0.0813644,-0.0575975,0.0375802,-0.106088,-0.0598603,0.450408,-0.141017,0.938002,-0.195576,-0.24903,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.1319139003753662,-0.105532,-0.0319061,0.0532946,-0.044881,-0.0497883,0.00707709,-0.106045,-0.0600997,0.450369,-0.141923,0.937692,-0.195809,-0.2495,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.13283443450927734,-0.105532,-0.0319061,0.0532946,-0.044881,-0.0497883,0.00707709,-0.106045,-0.0600997,0.450369,-0.141923,0.937692,-0.195809,-0.2495,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.15215778350830078,-0.102811,-0.0628059,0.0660042,-0.0552916,-0.0441333,0.0164401,-0.106104,-0.0601046,0.450373,-0.141889,0.937552,-0.196289,-0.249668,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.15323543548583984,-0.102811,-0.0628059,0.0660042,-0.0552916,-0.0441333,0.0164401,-0.106104,-0.0601046,0.450373,-0.141889,0.937552,-0.196289,-0.249668,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.17496395111083984,-0.115026,-0.0681792,0.0663662,-0.0588299,-0.0494319,0.019003,-0.10578,-0.0601996,0.450505,-0.141649,0.937691,-0.195689,-0.249752,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.17717909812927246,-0.115026,-0.0681792,0.0663662,-0.0588299,-0.0494319,0.019003,-0.10578,-0.0601996,0.450505,-0.141649,0.937691,-0.195689,-0.249752,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.19581985473632812,-0.119095,-0.0648904,0.0761584,-0.0592361,-0.0502545,0.0192005,-0.105782,-0.0595963,0.450553,-0.141434,0.937629,-0.196164,-0.249736,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
0.198075532913208,-0.119095,-0.0648904,0.0761584,-0.0592361,-0.0502545,0.0192005,-0.105782,-0.0595963,0.450553,-0.141434,0.937629,-0.196164,-0.249736,0.0760002,-0.0230049,0.0529976,3.27579e-05,-0.707105,-3.27581e-05,0.707108
